word,occurrence,day
basan,8.759168444887591e-09,
based,6.371739219300019e-05,
basen,2.236168980300384e-08,
baser,9.89722417525758e-07,
bases,7.005037686344742e-06,
basho,1.5435149814796862e-09,
basic,0.0001127168505627,100.0
basij,4.1623141880280205e-10,
basil,1.1187082594688037e-06,1836.0
basin,1.5732967121948604e-05,827.0
basis,0.0001781095976184,1660.0
basks,3.4669597116253875e-08,
bason,8.40974235518142e-07,
basse,6.53620081887578e-08,
bassi,2.9474244567656144e-08,
basso,2.769196787330777e-07,
bassy,3.3183524400088186e-08,
basta,5.535067568558543e-08,
baste,1.632317933797367e-07,2062.0
basti,1.268764188155913e-08,
basto,6.533350549426899e-09,
basts,6.21444766233253e-08,
batch,7.239707711050869e-06,2162.0
bated,4.100940107293765e-07,
bates,3.1343764285237577e-07,
bathe,1.2037821954891117e-06,951.0
baths,3.122496355454875e-06,
batik,4.403482871673248e-08,
baton,6.747066174739302e-07,183.0
batta,8.143304440168573e-08,
batts,6.2414292186273e-08,
battu,6.025769848692588e-09,
batty,5.7303994687174516e-08,29.0
bauds,7.25379897797546e-08,
bauks,2.1169417372647496e-08,
baulk,1.7284763788466124e-07,
baurs,8.920083636742699e-11,
bavin,3.4934741707152254e-08,
bawds,1.4369271289761146e-07,
bawdy,3.694590049008184e-07,1427.0
bawks,1.8430041005543347e-09,
bawls,4.598432840490902e-08,
bawns,1.963471664263327e-09,
bawrs,7.830476218027956e-12,
bawty,3.7853097678243777e-10,
bayed,3.71570510394347e-08,
bayer,1.2440671965033075e-08,
bayes,1.64664005501798e-07,
bayle,2.45145210710336e-07,
bayou,2.657233727632047e-07,352.0
bayts,2.1809596399797908e-08,
bazar,1.3836697206465613e-07,
bazoo,7.961341378349438e-10,
beach,1.6571426367590903e-05,1079.0
beads,3.425826073324764e-06,
beady,2.151131751304547e-07,380.0
beaks,5.8194549691274e-07,
beaky,5.208591046929483e-09,
beals,2.040060337017595e-08,
beams,8.118800383928059e-06,
beamy,1.6056603320269146e-07,
beano,6.390539544503441e-08,
beans,4.639542353406074e-06,
beany,4.513677826321573e-07,
beard,4.628086749107752e-06,1251.0
beare,1.8958655262863315e-05,
bears,2.1044578563497943e-05,
beast,5.77700688609184e-06,1516.0
beath,3.180782549074749e-07,
beats,3.397100106584416e-06,
beaty,5.208460676922493e-09,
beaus,8.69321422813075e-08,
beaut,8.456101638157995e-07,
beaux,3.471907866980928e-07,
bebop,1.8003728210648713e-08,
becap,7.102168898406762e-09,
becke,3.64457712229256e-07,
becks,7.639489519616606e-08,
bedad,9.419660927015934e-09,
bedel,1.9119287738908688e-08,
bedes,4.743053449568917e-08,
bedew,1.1947206176545254e-07,
bedim,1.19575070704011e-08,
bedye,2.841131068190177e-09,
beech,1.190053152413384e-06,893.0
beedi,9.953223987229984e-09,
beefs,2.1074103130091205e-08,
beefy,2.1080053230093654e-07,1409.0
beeps,2.2963399845439122e-08,
beers,2.967447476187601e-07,
beery,1.2808466225785381e-08,
beets,1.0820676313126288e-06,
befit,9.606875465806297e-08,1702.0
befog,3.864182488881702e-08,
begad,1.723892529271059e-08,
began,0.0001329048810293,1747.0
begar,4.906245572140648e-08,
begat,3.2260111879622857e-07,1192.0
begem,5.860269906843296e-09,
beget,3.850611477673738e-07,1214.0
begin,6.175966977025383e-05,1648.0
begot,2.162799484094736e-06,
begum,7.421096039948406e-08,
begun,2.643170751980506e-05,859.0
beige,1.4015593282666288e-07,
beigy,7.983090900404592e-11,
being,0.0005071258853422,340.0
beins,6.315074788835708e-08,
bekah,6.791175327967537e-09,
belah,4.7483894386180384e-09,
belar,1.2723689798881218e-09,
belay,4.973128845825031e-08,
belch,1.4771078241437862e-07,118.0
belee,8.174559052418224e-08,
belga,3.7139917706567915e-09,
belie,3.3985246943757375e-07,1872.0
belle,4.876102968864871e-07,2011.0
bells,5.498963654286644e-06,
belly,6.712206313750357e-06,58.0
belon,1.515186942157277e-07,
below,0.0001356115438102,1414.0
belts,1.958644677844636e-06,
bemad,1.4599454640977666e-08,
bemas,3.479077319830968e-09,
bemix,1.79399314087396e-10,
bemud,8.776392772647608e-10,
bench,9.216830676450629e-06,17.0
bends,2.2520844638871896e-06,
bendy,1.5919213650713497e-08,
benes,1.1713156773225545e-07,
benet,1.8896081578815369e-07,
benga,5.808300884195005e-10,
benis,5.572365619253518e-09,
benne,1.6738390036988933e-07,
benni,8.65260567869098e-10,
benny,8.080838213426072e-09,
bento,4.1851574785777536e-08,
bents,1.7229582988024327e-07,
benty,1.1463505550995847e-08,
bepat,4.16151753215107e-10,
beray,4.2895031541927254e-08,
beres,5.906198734494639e-07,
beret,2.535234577294432e-07,1988.0
bergs,9.07945902408528e-08,
berko,7.691917837180031e-11,
berks,9.584837253478602e-10,
berme,2.9143360424494374e-08,
berms,3.066267298876695e-08,
berob,1.9625840097034284e-10,
berry,1.234912909922059e-06,1955.0
berth,1.4552353741237312e-06,400.0
beryl,2.1144981735469283e-07,
besat,1.3298315533963536e-09,
besaw,2.8640985867022284e-10,
besee,9.887978383264988e-09,
beses,6.665221220673974e-09,
beset,1.662228819441225e-06,798.0
besit,1.3375234604008528e-08,
besom,9.730055064566685e-08,
besot,9.336889392282858e-08,
besti,2.1531614319174442e-08,
bests,6.278557471535333e-08,
betas,3.3673735224585365e-08,
beted,7.905254592239208e-09,
betel,4.043893437710722e-07,856.0
betes,2.2092357301243345e-08,
beths,9.50794053496129e-08,
betid,4.2796289544869777e-08,
beton,4.977811619927275e-07,
betta,1.2614717692969693e-08,
betty,1.672904751788017e-08,
bevel,5.58308584572842e-07,1313.0
bever,9.276762890343149e-08,
bevor,7.439398249141041e-09,
bevue,6.049825509080922e-10,
bevvy,4.845362648635595e-10,
bewet,6.013997340547981e-08,
bewig,3.6229636130756844e-10,
bezel,1.3755387072933448e-07,2111.0
bezes,7.387522013682272e-09,
bezil,2.5755018969138394e-09,
bezzy,3.5972245961882836e-11,
bhais,6.644420373544829e-10,
bhaji,1.0773594207196515e-09,
bhang,2.1689900405549216e-08,
bhats,5.377294632672744e-10,
bhels,7.1926494808215705e-12,
bhoot,7.432701945239706e-10,
bhuna,1.5142309797871155e-10,
bhuts,9.297501877900339e-10,
biach,1.2587854998475662e-10,
biali,2.373196842501125e-10,
bialy,4.0216607812378385e-10,
bibbs,1.6431977760625115e-08,
bibes,1.122483385325926e-08,
bible,9.605754792119114e-07,1242.0
biccy,4.943575115240462e-11,
bicep,1.341968502366342e-07,1827.0
bices,7.705829133750517e-08,
biddy,4.1442851212991634e-08,2089.0
bided,4.314824217921398e-08,
bider,1.006534332163962e-08,
bides,1.506730458759128e-07,
bidet,3.7317143589762265e-08,
bidis,7.988275751003667e-09,
bidon,1.5674034401321243e-09,
bield,3.457465181207102e-08,
biers,3.821461120707863e-08,
biffo,1.4725085876860798e-10,
biffs,2.981967839615266e-09,
biffy,9.85758607673829e-10,
bifid,3.037226258632094e-07,
bigae,2.0561627518144423e-09,
biggs,4.834420638517108e-09,
biggy,6.109640626216472e-10,
bigha,1.614683609703242e-08,
bight,2.741779081583983e-07,
bigly,1.401127277768686e-08,
bigos,4.469508200643427e-10,
bigot,1.6177240638626245e-07,2261.0
bijou,2.0611362579939872e-08,
biked,4.397348493480869e-09,
biker,3.806936155833837e-08,
bikes,1.35130993528243e-07,
bikie,1.0397828099463596e-09,
bilbo,1.6557499544724338e-08,
bilby,8.143548991129251e-10,
biled,1.0207020975436457e-08,
biles,2.576995952578816e-07,
bilge,3.562433406045784e-07,923.0
bilgy,5.474703110057325e-10,
bilks,5.118965947173213e-09,
bills,2.3531998580549584e-05,
billy,2.352666777483137e-07,1578.0
bimah,2.6351462911851262e-09,
bimas,4.1225680004568654e-09,
bimbo,8.876556011488531e-09,
binal,1.1475769954631143e-09,
bindi,1.238274117004296e-08,
binds,2.9734561071957333e-06,
biner,1.107398361739086e-09,
bines,1.1666596147272493e-07,
binge,8.541958143837292e-07,1858.0
bingo,7.210588353245839e-07,1415.0
bings,4.0660359379440797e-08,
bingy,4.516541995504382e-10,
binit,6.20117644026786e-10,
binks,3.657087249137261e-09,
bints,5.792348162567343e-08,
biogs,1.012373473727393e-09,
biome,2.194448376258152e-07,82.0
biont,3.53280552274733e-10,
biota,3.986678924535875e-07,
biped,8.478781118400529e-08,
bipod,2.982453078072587e-08,
birch,1.8867385074372576e-06,713.0
birds,2.3807105157330327e-05,
birks,1.553559090854033e-08,
birle,1.4399364611996988e-09,
birls,1.1607288535779687e-09,
biros,3.147115529876616e-09,
birrs,3.5128117447866253e-09,
birse,1.4693827877867136e-09,
birsy,1.1862220824333483e-10,
birth,4.433581161720213e-05,1779.0
bises,1.1480888265187511e-09,
bisks,8.444787855978187e-10,
bisom,1.432875288639574e-10,
bison,1.082240728464967e-06,2059.0
bitch,1.0627687102052835e-06,
biter,1.2790741070745072e-07,
bites,1.1911360835243228e-06,
bitos,2.3469451926754885e-10,
bitou,1.7335071952948675e-10,
bitsy,2.7642439666302027e-09,
bitte,2.338553577204609e-07,
bitts,6.31013190895894e-08,
bitty,9.965499089048537e-08,1366.0
bivia,4.6066446465390885e-10,
bivvy,1.3986628212452163e-09,
bizes,1.8268521634014527e-10,
bizzo,5.892453535655476e-11,
bizzy,2.049492139514732e-09,
blabs,4.0827862010864087e-08,
black,0.000125841240515,300.0
blade,1.1270158211118542e-05,2072.0
blads,2.522376969633388e-09,
blady,6.8489925462348425e-09,
blaer,2.099536898836885e-10,
blaes,1.235030338983e-08,
blaff,3.8885153042023217e-08,
blags,2.5688194166902847e-09,
blahs,2.013048443083373e-09,
blain,3.381475192375783e-08,
blame,1.3008892092329917e-05,2264.0
blams,1.8682697732173425e-08,
bland,1.3711746055378172e-06,403.0
blank,1.2762779224431142e-05,1037.0
blare,1.5916230367452044e-07,1613.0
blart,1.0427393786581689e-08,
blase,1.3700598617485746e-07,
blash,1.668982615091399e-09,
blast,6.438258042180678e-06,598.0
blate,4.817607435502448e-08,
blats,8.522120486194863e-10,
blatt,1.2212859264491517e-08,
blaud,2.3117013414726444e-08,
blawn,3.4403155044856384e-08,
blaws,9.424743454043385e-09,
blays,6.455445322392504e-10,
blaze,1.585439742939343e-06,1350.0
bleak,2.3430184114658912e-06,1319.0
blear,1.854711718122323e-07,
bleat,1.065094211583073e-07,1468.0
blebs,6.428957063034155e-08,
blech,5.989987102482064e-10,
bleed,1.9072448731094485e-06,74.0
bleep,8.753583163212399e-08,2196.0
blees,2.5193376392894962e-08,
blend,6.403719871741487e-06,1608.0
blent,2.4976399914261164e-07,
blert,1.7235586282846048e-10,
bless,3.853126258945849e-06,835.0
blest,5.195529880343595e-06,
blets,4.2910667383373626e-08,
bleys,2.0434675497200108e-09,
blimp,1.0694083528051125e-07,1338.0
blimy,2.1080895900443815e-10,
blind,1.915200387884397e-05,1502.0
bling,5.644291884680049e-07,
blini,4.083772407923757e-09,
blink,1.5801712532947932e-06,749.0
blins,4.8677316132689115e-09,
bliny,5.080204973709202e-10,
blips,1.341691663851516e-08,
bliss,2.373281345171563e-06,895.0
blist,4.7585166294080633e-08,
blite,8.784053343302994e-09,
blits,1.239047178560305e-09,
blitz,3.445040505312136e-07,1408.0
blive,1.5114514869279524e-08,
bloat,1.7360541590960565e-07,1223.0
blobs,5.0812980171587574e-08,
block,4.385559223010205e-05,930.0
blocs,1.4807240245991065e-07,
blogs,9.341631646895361e-08,
bloke,6.343026009858477e-07,252.0
blond,3.562193003290304e-06,841.0
blood,0.0001105603737232,1631.0
blook,7.840389674568664e-09,
bloom,3.5157190541212912e-06,871.0
bloop,1.6440157349122022e-09,
blore,8.81751634440971e-10,
blots,5.343167893297089e-07,
blown,6.327087712634238e-06,372.0
blows,6.562003661022467e-06,
blowy,7.051798595059111e-09,
blubs,8.591190259466401e-10,
blude,7.169210453465798e-07,
bluds,6.484503646515494e-11,
bludy,2.4145924052359724e-08,
blued,3.965883512445901e-08,
bluer,1.3567225934707494e-07,851.0
blues,7.443416300246552e-07,
bluet,3.497270636976246e-09,
bluey,5.339106453371263e-09,
bluff,1.795217526705528e-06,422.0
bluid,4.5584585543447284e-08,
blume,2.508055855136112e-08,
blunk,2.225563318852499e-09,
blunt,3.544019509718055e-06,1208.0
blurb,2.100212091704634e-07,1074.0
blurs,1.0222859777885541e-07,
blurt,2.2638443965661282e-07,139.0
blush,1.916034492523977e-06,5.0
blype,1.0923267281344781e-10,
boabs,1.7778453823963795e-10,
boaks,1.01360256798432e-09,
board,8.824088843539357e-05,1922.0
boars,5.995434997488977e-07,
boart,3.5659403567798683e-09,
boast,2.3985193092812552e-06,1934.0
boats,1.5804830669288515e-05,
bobac,1.501952452954019e-09,
bobak,5.826410372196069e-10,
bobas,3.0208830791423416e-10,
bobby,1.564994731495517e-07,411.0
bobol,2.9705759542902456e-10,
bobos,9.447399866686806e-10,
bocca,3.1993996567443346e-08,
bocce,3.029636008293052e-09,
bocci,7.090346523450087e-10,
boche,3.7943926919007046e-08,
bocks,4.9412375047186435e-08,
boded,9.144369547046203e-08,
bodes,2.110126007293955e-07,
bodge,2.8521311788816287e-09,
bodhi,1.1154610274344278e-08,
bodle,1.5964495458103753e-08,
boeps,1.2793398772250524e-11,
boets,1.029305775388597e-09,
boeuf,1.3308104807468597e-08,
boffo,1.0895899381331244e-09,
boffs,1.1265350619763612e-09,
bogan,6.953953155722866e-09,
bogey,7.467842244708057e-08,
boggy,3.705599034731222e-07,
bogie,1.5345851137263176e-07,
bogle,1.915756397344101e-08,
bogue,8.836076459753372e-09,
bogus,2.386552105512538e-07,
bohea,7.881585556851051e-08,
bohos,2.3767839091090806e-10,
boils,1.0588060382369454e-06,
boing,1.08082224443866e-07,
boink,3.831028048347912e-10,
boite,2.2884165485647347e-08,
boked,1.5193881057340222e-08,
bokeh,6.159297270330918e-10,
bokes,2.426456013390968e-06,
bokos,2.1635721635078167e-10,
bolar,5.861795229833541e-09,
bolas,1.670347788226193e-08,
bolds,2.7729897455176253e-08,
boles,1.86418701412313e-07,
bolix,2.673339389735377e-11,
bolls,1.040232408047523e-06,
bolos,9.872695984400966e-09,
bolts,3.7968093962922247e-06,
bolus,3.265943297752035e-07,
bomas,1.6412224828856223e-08,
bombe,1.876301390798017e-07,
bombo,4.058018613794426e-09,
bombs,1.4056102525335982e-06,
bonce,7.080454632537933e-09,
bonds,3.6847086388565214e-05,
boned,2.4428280895882894e-07,
boner,9.606290692140909e-08,
bones,1.9682257099982683e-05,
boney,4.1431725712470784e-08,2067.0
bongo,8.103535208192626e-08,858.0
bongs,3.859729350873787e-09,
bonie,2.9108988245032727e-08,
bonks,2.1488317731171564e-08,
bonne,4.894477256446914e-07,
bonny,7.164102135423725e-07,
bonus,6.350953817673144e-06,1159.0
bonza,1.6408763796300584e-09,
bonze,2.4760279086018996e-08,
booai,3.625470233854682e-11,
booay,3.268728553054071e-11,
boobs,3.2612647670705767e-08,
booby,3.718470705393884e-07,54.0
boody,5.366444915260855e-09,
booed,2.3353815542953144e-08,
boofy,1.4709115817691478e-08,
boogy,5.398261475117673e-10,
boohs,2.025745204545424e-08,
books,8.947255302324756e-05,
booky,1.2519913787271644e-08,
bools,1.0989017193430152e-08,
booms,3.6577514643126434e-07,
boomy,2.0458639789489456e-09,
boong,1.0103408181797746e-09,
boons,9.852973521176433e-08,
boord,9.049095287291168e-07,
boors,2.273339967657944e-07,
boose,1.5280061910419094e-07,
boost,5.787851314380532e-06,197.0
booth,3.14225591637296e-06,1762.0
boots,3.93763748767548e-06,
booty,9.073423609606834e-07,1915.0
booze,8.716581919543387e-07,469.0
boozy,7.547872005631006e-08,130.0
boppy,3.11346993525961e-10,
borak,8.361545536757326e-10,
boral,1.3807245794478014e-09,
boras,2.242098704506697e-08,
borax,2.725570934103416e-07,724.0
borde,2.210992203492797e-07,
bords,7.502490619614423e-08,
bored,2.0658540859240195e-06,
boree,1.9854072919899523e-09,
borel,2.801784121268909e-09,
borer,5.306723534006007e-07,
bores,5.498021360371953e-07,
borgo,4.924741230681702e-09,
boric,3.255952539185433e-07,
borks,6.954887556890416e-10,
borms,5.730602757149479e-11,
borna,1.4990108968153926e-08,
borne,1.118904170652968e-05,2030.0
boron,8.907426831897056e-07,
borts,2.9743009523246317e-09,
borty,1.0359460465073503e-09,
bortz,1.2464673208653846e-09,
bosie,4.915516024665941e-10,
bosks,4.009137672699426e-09,
bosky,3.45313313413561e-08,
bosom,2.5242345236620167e-06,913.0
boson,1.4590079876902326e-07,
bossy,2.952058004268565e-07,1733.0
bosun,1.772753404013633e-08,
botas,4.978328752975197e-09,
botch,7.392880306156259e-08,1663.0
botel,1.5432999252269655e-08,
botes,7.711113727463335e-08,
bothy,4.966940794065993e-08,
botte,3.613376181044181e-08,
botts,1.5554560917490764e-08,
botty,1.4428298982121203e-09,
bouge,2.938574178477606e-08,
bough,3.777492514700498e-07,494.0
bouks,3.073215390296482e-09,
boule,9.369705310291465e-08,741.0
boult,6.425855322962105e-08,
bound,4.461358767002821e-05,1701.0
bouns,7.970774563351798e-10,
bourd,1.869574649937106e-07,
bourg,1.230454335395729e-07,
bourn,1.2805347166906685e-07,
bouse,1.0408309615491575e-06,
bousy,7.804603659258407e-10,
bouts,3.907260936233734e-07,
bovid,4.491860787972581e-09,
bowat,1.1875026983378006e-10,
bowed,4.926136537619641e-06,
bowel,4.8965528776534485e-06,665.0
bower,1.5599582535736217e-06,
bowes,1.1148245078512325e-06,
bowet,7.35060711350582e-10,
bowie,6.37271702038986e-08,
bowls,1.5271168399576795e-06,
bowne,9.731554927319376e-09,
bowrs,4.9098002600722076e-09,
bowse,3.5266787031294455e-08,
boxed,3.846183884953929e-07,
boxen,1.8487636241348863e-08,
boxer,8.911520939136608e-07,1228.0
boxes,9.905388187069465e-06,
boxla,2.165915536532824e-11,
boxty,3.6603384922421296e-10,
boyar,2.658538141511521e-08,
boyau,6.1030246815653765e-09,
boyed,9.749633533492896e-09,
boyfs,7.306681186907822e-11,
boygs,0.0,
boyla,3.8251947953633685e-09,
boyos,9.688684308899291e-10,
boysy,3.892334162112509e-10,
bozos,2.7583679772182813e-09,
braai,2.5550495055174453e-09,
brace,1.6222538556576185e-06,2117.0
brach,6.179526025500256e-08,
brack,4.236727451944178e-08,
bract,1.1363892863893209e-07,
brads,3.767874180608917e-08,
braes,1.0121944165224325e-07,
brags,4.0723981978766453e-07,
braid,1.0905768101565627e-06,865.0
brail,2.7525927382720228e-08,
brain,5.087731879029889e-05,821.0
brake,5.234417017163651e-06,184.0
braks,6.0419861045414045e-09,
braky,4.227523488567475e-09,
brame,1.8192982959567052e-08,
brand,1.549231657918426e-05,1821.0
brane,1.272478810594617e-07,
brank,1.4599818996605332e-08,
brans,1.5082114577321585e-08,
brant,8.860049766848187e-08,
brash,4.982696992783531e-07,1417.0
brass,6.802886828154442e-06,955.0
brast,1.9638918547547025e-07,
brats,3.167574380808374e-07,
brava,1.9750389005453922e-08,
brave,7.254271458805306e-06,994.0
bravi,3.9194643383430815e-09,
bravo,9.489698172160389e-08,836.0
brawl,4.4670656450307445e-07,1927.0
brawn,1.6599628423819016e-07,710.0
braws,3.238828407153197e-09,
braxy,1.0603090590575696e-08,
brays,1.5190808039671893e-07,
braza,1.4334300177921444e-08,
braze,3.7349013277847394e-08,
bread,1.861738963270909e-05,1027.0
break,4.588793221046217e-05,172.0
bream,1.329252541029455e-07,
brede,4.5197429779332885e-07,
breds,1.6411087068222653e-07,
breed,6.270490257520578e-06,1334.0
breem,7.256680274389526e-09,
breer,1.0655958276285687e-09,
brees,1.291931632667865e-09,
breid,1.473200892541617e-07,
breis,2.1111667998027562e-08,
breme,1.3068655510753213e-08,
brens,9.624657862228112e-10,
brent,4.5344364264253965e-07,
brere,1.2766004570759964e-08,
brers,1.0261491802177163e-09,
breve,4.381425992888283e-07,
brews,1.384707912503831e-07,
breys,6.943275336356984e-10,
briar,1.408634436472767e-07,135.0
bribe,1.5889193059592798e-06,64.0
brick,9.540004684822634e-06,1441.0
bride,6.614284557144856e-06,1512.0
brief,4.4901373257744126e-05,1353.0
brier,2.000616617771665e-07,
bries,4.777552123689329e-08,
brigs,2.629691160792847e-07,
briki,1.4439817267912169e-10,
briks,4.844678759258844e-10,
brill,5.02995180447112e-08,
brims,2.133650854082484e-07,
brine,2.2966073129282448e-06,261.0
bring,8.860245885443874e-05,164.0
brink,1.811236825233209e-06,378.0
brins,1.4864716219885864e-08,
briny,1.0229211937939909e-07,1696.0
brios,4.2687987605231156e-10,
brise,1.0346765098547305e-08,
brisk,1.813029739423655e-06,486.0
briss,1.0904769921184114e-09,
brith,2.2212054348602628e-08,
brits,1.4967008993149519e-09,
britt,3.9431129364869274e-09,
brize,2.342406807924682e-08,
broad,5.118718072480988e-05,1709.0
broch,2.9114487956616308e-08,
brock,2.109381046585449e-08,
brods,5.315460055177041e-09,
brogh,2.095895480139861e-10,
